"TOA5","WeatherStation","CR1000","39656","CR1000.Std.29","CPU:F13WeatherStation.CR1","39725","SecData"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTC","RH","Pyro","PAR_ref","WindDir","WS_ms","Rain_mm_Tot"
"TS","RN","Volts","Deg C","Deg C","%","W/m^2","umol/s/m^2","degrees","meters/second","mm"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Tot"
"2016-08-30 08:22:24",7305951,13.02,30.95,32.89,29.24,266.3,819,110,4.13,0
"2016-08-30 08:22:25",7305952,13,30.95,32.89,29.2,266.3,819,124,3.47,0
"2016-08-30 08:22:26",7305953,12.98,30.98,32.89,29.24,266.5,819,112,3.24,0
"2016-08-30 08:22:27",7305954,13,30.98,32.89,29.24,266.5,819,114,2.96,0
"2016-08-30 08:22:28",7305955,12.98,30.98,32.89,29.27,266.7,819,103,3.67,0
"2016-08-30 08:22:29",7305956,12.95,30.98,32.89,29.34,267,820,100,2.39,0
"2016-08-30 08:22:30",7305957,12.98,30.98,32.89,29.27,267.2,820,91,2.37,0
"2016-08-30 08:22:31",7305958,12.96,30.98,32.89,29.27,267.2,821,89,1.91,0
"2016-08-30 08:22:32",7305959,12.95,30.98,32.86,29.24,267.2,821,80,2.23,0
"2016-08-30 08:22:33",7305960,12.99,30.98,32.82,29.27,267.2,821,77,2.8,0
"2016-08-30 08:22:34",7305961,12.96,30.98,32.86,29.27,267.2,821,92,2.83,0
"2016-08-30 08:22:35",7305962,12.98,30.98,32.86,29.24,267.2,821,103,3.34,0
"2016-08-30 08:22:36",7305963,13,30.98,32.86,29.24,267.4,821,102,3.16,0
"2016-08-30 08:22:37",7305964,13,30.98,32.86,29.2,267.2,821,115,3.2,0
"2016-08-30 08:22:38",7305965,13,30.98,32.86,29.24,267.2,821,121,3.21,0
"2016-08-30 08:22:39",7305966,13.02,30.98,32.86,29.2,267.4,822,133,2.18,0
"2016-08-30 08:22:40",7305967,13.02,30.98,32.86,29.2,267.7,822,132,2,0
"2016-08-30 08:22:41",7305968,13.02,30.98,32.86,29.24,267.7,822,111,2.68,0
"2016-08-30 08:22:42",7305969,13.02,30.98,32.86,29.17,267.7,822,108,4.51,0
"2016-08-30 08:22:43",7305970,13.02,30.98,32.86,29.27,267.7,822,113,4.3,0
