"TOA5","WeatherStation","CR1000","39656","CR1000.Std.29","CPU:F13WeatherStation.CR1","39725","SecData"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTC","RH","Pyro","PAR_ref","WindDir","WS_ms","Rain_mm_Tot"
"TS","RN","Volts","Deg C","Deg C","%","W/m^2","umol/s/m^2","degrees","meters/second","mm"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Tot"
"2016-08-30 14:34:24",7328251,12.89,42.16,40.18,14.74,520.5,1532,53,3.53,0
"2016-08-30 14:34:25",7328252,12.89,42.16,40.21,14.81,521.2,1533,51,3.56,0
"2016-08-30 14:34:26",7328253,12.87,42.16,40.11,14.74,521.4,1532,51,3.27,0
"2016-08-30 14:34:27",7328254,12.88,42.16,40.11,14.74,521.9,1535,50,2.98,0
"2016-08-30 14:34:28",7328255,12.84,42.16,40.11,14.74,521.9,1533,58,2.86,0
"2016-08-30 14:34:29",7328256,12.85,42.16,40.11,14.74,521.2,1533,54,3.28,0
"2016-08-30 14:34:30",7328257,12.82,42.16,40.11,14.74,521.4,1534,49,3.4,0
"2016-08-30 14:34:31",7328258,12.85,42.16,40.11,14.74,521.4,1533,54,3.3,0
"2016-08-30 14:34:32",7328259,12.83,42.16,40.11,14.74,521.4,1533,51,3.37,0
"2016-08-30 14:34:33",7328260,12.83,42.16,40.11,14.74,521.2,1532,49,3.39,0
"2016-08-30 14:34:34",7328261,12.82,42.16,40.11,14.74,520.7,1531,45,3.16,0
"2016-08-30 14:34:35",7328262,12.83,42.16,40.11,14.74,521.2,1533,45,3.24,0
"2016-08-30 14:34:36",7328263,12.83,42.16,40.08,14.74,521.2,1530,46,3.47,0
"2016-08-30 14:34:37",7328264,12.83,42.16,40.11,14.74,520.9,1532,49,3.37,0
"2016-08-30 14:34:38",7328265,12.81,42.16,40.11,14.74,521.2,1532,48,3.4,0
"2016-08-30 14:34:39",7328266,12.83,42.16,40.15,14.77,521.2,1529,49,3.5,0
"2016-08-30 14:34:40",7328267,12.83,42.16,40.21,14.74,520.9,1535,52,3.35,0
"2016-08-30 14:34:41",7328268,12.84,42.16,40.18,14.77,521.2,1533,60,3.33,0
"2016-08-30 14:34:42",7328269,12.83,42.16,40.18,14.74,521.9,1532,69,3.8,0
